"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-4839726","Chromatin organization","46/732","274/10616",1.27624030156031e-08,2.62905502121425e-07,2.16736949457962e-07,"H2BC11/EZH2/H2BC14/H2AC16/CLOCK/H2AC8/H3C4/H3C1/H3C3/H3C6/H3C11/H3C8/H3C12/H3C10/H3C2/H3C7/MECOM/H2AC11/H2AC13/H2AC15/H2AC17/H2AC12/SUPT7L/PADI2/NFKB2/ARID4B/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/BRMS1/TBL1X/H2AC7/BRD8/REST/RBBP5",46
"R-HSA-5693532","DNA Double-Strand Break Repair","33/732","165/10616",2.08761331373888e-08,4.22998369800207e-07,3.48716080707375e-07,"H2BC11/CHEK1/DNA2/H2BC14/RAD51AP1/BLM/CHEK2/RPA3/PCNA/BRCA2/POLE2/RAD51/EXO1/XRCC4/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/ATRIP/RFC5/RAD51C/POLE/BRCA1",33
"R-HSA-5693607","Processing of DNA double-strand break ends","24/732","97/10616",2.57769436026911e-08,5.13875843434293e-07,4.23634658869354e-07,"H2BC11/CHEK1/DNA2/H2BC14/BLM/RPA3/EXO1/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/ATRIP/RFC5/BRCA1",24
"R-HSA-1221632","Meiotic synapsis","21/732","78/10616",3.93349025022959e-08,7.71713325283139e-07,6.36193577647827e-07,"H2BC11/H2BC14/H2AC8/ACD/HSPA2/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/H2AC7/BRCA1",21
"R-HSA-606279","Deposition of new CENPA-containing nucleosomes at the centromere","20/732","72/10616",4.6664373212451e-08,8.87341004470607e-07,7.31516004366844e-07,"H2BC11/H2BC14/H2AC8/OIP5/CENPI/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/H2AC7",20
"R-HSA-774815","Nucleosome assembly","20/732","72/10616",4.6664373212451e-08,8.87341004470607e-07,7.31516004366844e-07,"H2BC11/H2BC14/H2AC8/OIP5/CENPI/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/H2AC7",20
"R-HSA-2559586","DNA Damage/Telomere Stress Induced Senescence","21/732","79/10616",5.01602733320876e-08,9.15706452071845e-07,7.54900226201282e-07,"H2BC11/CCNE1/H2BC14/H2AC8/ACD/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/RB1/H2AC7",21
"R-HSA-9006934","Signaling by Receptor Tyrosine Kinases","65/732","473/10616",5.02236484819982e-08,9.15706452071845e-07,7.54900226201282e-07,"CHEK1/ITCH/AKT3/CDK5/FURIN/BRAF/POLR2D/MAPK13/FGF18/VAV1/PTPN3/PTPRJ/ADAM10/RPS6KA1/NTRK2/PTPRO/LYN/LAMC2/EGFR/DUSP3/VEGFC/FGF2/COL9A2/MST1R/PRKACA/PDGFRA/ABI2/PTK6/PAK1/NGF/SH2D2A/ERBB3/BAX/SH3GL2/MAP2K5/MET/SHB/SOS1/HRAS/ARF6/FGFBP1/ITPR2/JUP/ATP6V1H/PDGFA/TEC/PSEN1/DUSP4/NCKAP1L/CDC42/SH2B2/COL4A3/PIK3R3/PRKCA/GRAP2/NOS3/ADAM17/ATP6V0A1/CRKL/TIAM1/FGF7/FGFR2/PLCG1/PTK2B/NRG1",65
"R-HSA-195258","RHO GTPase Effectors","50/732","324/10616",5.03786721204575e-08,9.15706452071845e-07,7.54900226201282e-07,"H2BC11/H2BC14/CDC20/CDC25C/CENPE/CIT/SPC25/H2AC8/H3C4/FMNL1/CENPI/H3C1/H3C3/H3C6/H3C11/H3C8/H3C12/H3C10/H3C2/H3C7/PLK1/TUBA3C/TUBA3E/TUBA3D/ABI2/PAK1/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/NCKAP1L/H2AC7/CDC42/BIRC5/KLK3/PRKCA/PPP2R5B/BTK/KLK2/NF2",50
"R-HSA-157118","Signaling by NOTCH","40/732","234/10616",6.962816824632e-08,1.24725240510799e-06,1.02822375076183e-06,"H2BC11/ITCH/H2BC14/FURIN/H2AC8/H3C4/ADAM10/TLE3/EGFR/H3C1/H3C3/H3C6/H3C11/H3C8/H3C12/H3C10/H3C2/H3C7/TLE4/TFDP2/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/TBL1X/PSEN1/H2AC7/ADAM17/YBX1/SMAD3",40
"R-HSA-194315","Signaling by Rho GTPases","62/732","451/10616",1.02650548233763e-07,1.81251539452758e-06,1.49422151413959e-06,"H2BC11/ARHGAP11A/H2BC14/CDC20/CDC25C/CENPE/CIT/SPC25/ARHGAP22/H2AC8/VAV1/H3C4/FMNL1/ITSN1/CENPI/H3C1/H3C3/H3C6/H3C11/H3C8/H3C12/H3C10/H3C2/H3C7/PLK1/MCF2/TUBA3C/TUBA3E/TUBA3D/ABI2/PAK1/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/ARHGAP45/SOS1/BCR/RHOH/NCKAP1L/H2AC7/CDC42/BIRC5/KLK3/PRKCA/MCF2L/PPP2R5B/BTK/KLK2/TIAM1/FGD1/NF2",62
"R-HSA-449147","Signaling by Interleukins","62/732","460/10616",2.1074250956168e-07,3.66870058898924e-06,3.024444021582e-06,"ALOX5/SYK/VAV1/H3C4/IL1RN/MAP3K8/RPS6KA1/IL1B/LYN/ITGAX/MAPK10/TAB1/H3C1/H3C3/H3C6/H3C11/H3C8/H3C12/H3C10/H3C2/H3C7/DUSP3/FGF2/BATF/S100A12/PRKACA/IL27RA/CSF3R/IL1RL2/NFKB2/IL15RA/BLNK/NFKBIB/CXCL8/PTPRZ1/SOS1/MAP2K6/MMP1/CSF2RB/CCR1/PTAFR/GATA3/CD80/NOS2/TEC/CCL11/DUSP4/RORC/MAP2K3/CDC42/ITGAM/BIRC5/CCL22/PIK3R3/HSPA8/IL2RB/HCK/CRKL/IL9/SMAD3/PTK2B/PTPN14",62
"R-HSA-5693571","Nonhomologous End-Joining (NHEJ)","18/732","68/10616",4.85259329010844e-07,8.33028514801949e-06,6.8674127263523e-06,"H2BC11/H2BC14/XRCC4/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/BRCA1",18
"R-HSA-69205","G1/S-Specific Transcription","11/732","28/10616",1.12699089330981e-06,1.90236601408318e-05,1.56829356296417e-05,"TK1/CCNE1/CDC6/RRM2/CDK1/TYMS/PCNA/CDT1/DHFR/CDC45/TFDP2",11
"R-HSA-201681","TCF dependent signaling in response to WNT","37/732","231/10616",1.13895699872294e-06,1.90236601408318e-05,1.56829356296417e-05,"H2BC11/H2BC14/H2AC8/H3C4/FRAT2/TLE3/H3C1/H3C3/H3C6/H3C11/H3C8/H3C12/H3C10/H3C2/H3C7/TLE4/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/DKK4/H2AC7/FZD1/PPP2R5B/TNKS/DKK1/RBBP5",37
"R-HSA-983231","Factors involved in megakaryocyte development and platelet production","30/732","168/10616",1.19060740017488e-06,1.9621209954882e-05,1.61755503630777e-05,"GATA4/CDK5/KIF23/WEE1/CENPE/H3C4/KIFC1/GATA6/NFE2/H3C1/H3C3/H3C6/H3C11/H3C8/H3C12/H3C10/H3C2/H3C7/PRKACA/TUBA3C/TUBA3E/TUBA3D/KIF22/GATA3/MYB/RAD51C/CDC42/SH2B2/ITPK1/PRKAR2A",30
"R-HSA-69620","Cell Cycle Checkpoints","43/732","290/10616",1.34077845181939e-06,2.18052916637996e-05,1.79760878304871e-05,"H2BC11/CCNB2/CHEK1/CCNE1/DNA2/CDC6/H2BC14/CDC20/WEE1/CDC25C/CENPE/SPC25/CDK1/BLM/CHEK2/RPA3/GTSE1/CENPI/DBF4/PKMYT1/PLK1/CDC45/EXO1/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/ATRIP/RFC5/CDC25A/BIRC5/PPP2R5B/BRCA1",43
"R-HSA-68886","M Phase","53/732","391/10616",1.39591686505652e-06,2.24071850027255e-05,1.84722833270637e-05,"H2BC11/NEK2/CCNB2/PTTG1/H2BC14/CDC20/KIF23/CENPE/SPC25/CDK1/PLK4/NUP155/NUP210/H2AC8/H3C4/SMC2/CENPI/H3C1/H3C3/H3C6/H3C11/H3C8/H3C12/H3C10/H3C2/H3C7/PRKACA/PLK1/TUBA3C/TUBA3E/TUBA3D/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/CEP152/NCAPH/ODF2/RB1/H2AC7/BIRC5/PRKCA/PPP2R5B",53
"R-HSA-5693565","Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks","18/732","75/10616",2.30393418038479e-06,3.65084954737897e-05,3.00972778220307e-05,"H2BC11/H2BC14/CHEK2/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/BRCA1",18
"R-HSA-5693606","DNA Double Strand Break Response","18/732","76/10616",2.82781251500116e-06,4.42427375764738e-05,3.64733179816272e-05,"H2BC11/H2BC14/CHEK2/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/BRCA1",18
"R-HSA-156588","Glucuronidation","10/732","25/10616",2.88543419460368e-06,4.45799583066269e-05,3.67513197417943e-05,"UGT2B4/UGT1A4/UGT1A10/UGT1A8/UGT1A7/UGT1A6/UGT1A5/UGT1A9/UGT1A1/UGT1A3",10
"R-HSA-4551638","SUMOylation of chromatin organization proteins","17/732","70/10616",3.68820511045464e-06,5.62792779817523e-05,4.63961344628992e-05,"NUP155/NUP210/PIAS2/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15",17
"R-HSA-156711","Polo-like kinase mediated events","8/732","16/10616",3.85118561796554e-06,5.80495783390903e-05,4.78555542771584e-05,"CCNB2/FOXM1/WEE1/MYBL2/CDC25C/PKMYT1/PLK1/CDC25A",8
"R-HSA-195721","Signaling by WNT","45/732","329/10616",6.97139902662088e-06,0.000103815050565101,8.55842011131137e-05,"H2BC11/H2BC14/H2AC8/H3C4/WNT7A/FRAT2/TLE3/H3C1/H3C3/H3C6/H3C11/H3C8/H3C12/H3C10/H3C2/H3C7/TLE4/WNT6/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/ITPR2/ROR2/DKK4/H2AC7/SMURF1/FZD1/PRKCA/PPP2R5B/TNKS/DKK1/PPP3CA/RBBP5/GNB3",45
"R-HSA-9033658","Blood group systems biosynthesis","9/732","22/10616",7.37232909755321e-06,0.00010734582632854,8.84949411395221e-05,"B3GALT2/FUT6/FUT7/FUT3/B3GALT4/FUT1/RHCE/RHD/FUT2",9
"R-HSA-2871809","FCERI mediated Ca+2 mobilization","11/732","33/10616",7.38219679443844e-06,0.00010734582632854,8.84949411395221e-05,"SYK/VAV1/LYN/TXK/SOS1/ITPR2/TEC/GRAP2/BTK/PPP3CA/PLCG1",11
"R-HSA-453279","Mitotic G1-G1/S phases","26/732","149/10616",9.39490374192452e-06,0.000135024430523473,0.000111312935400036,"TK1/CCNE1/AKT3/CDC6/WEE1/MYBL2/RRM2/CDK1/RPA3/TYMS/PCNA/LYN/CDT1/DHFR/POLE2/DBF4/CDC45/TFDP2/PRIM2/CDKN2D/PTK6/SKP2/RB1/CDC25A/CDKN2B/POLE",26
"R-HSA-5693579","Homologous DNA Pairing and Strand Exchange","12/732","42/10616",1.70087839058228e-05,0.000241642033420655,0.000199207535642305,"CHEK1/DNA2/RAD51AP1/BLM/RPA3/BRCA2/RAD51/EXO1/ATRIP/RFC5/RAD51C/BRCA1",12
"R-HSA-73894","DNA Repair","44/732","331/10616",1.82632884378753e-05,0.000256516187604703,0.000211469655596451,"H2BC11/CHEK1/DNA2/H2BC14/RAD51AP1/BLM/FANCI/POLR2D/H2AC8/CHEK2/RPA3/PCNA/FANCA/BRCA2/POLE2/ACD/RAD51/EXO1/XRCC4/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/ERCC2/OGG1/ERCC6/ATRIP/RFC5/RAD51C/CHD1L/H2AC7/POLE/YY1/BRCA1",44
"R-HSA-1266695","Interleukin-7 signaling","11/732","36/10616",1.89308841501937e-05,0.000262905312467859,0.000216736793109255,"H3C4/H3C1/H3C3/H3C6/H3C11/H3C8/H3C12/H3C10/H3C2/H3C7/PIK3R3",11
"R-HSA-2871796","FCERI mediated MAPK activation","10/732","32/10616",3.65684519348157e-05,0.000502206739904803,0.000414014754069025,"SYK/VAV1/LYN/MAPK10/MAP3K1/PAK1/SOS1/HRAS/GRAP2/PLCG1",10
"R-HSA-5685942","HDR through Homologous Recombination (HRR)","15/732","67/10616",3.86916067913414e-05,0.000525525560374703,0.000433238581538676,"CHEK1/DNA2/RAD51AP1/BLM/RPA3/PCNA/BRCA2/POLE2/RAD51/EXO1/ATRIP/RFC5/RAD51C/POLE/BRCA1",15
"R-HSA-5693616","Presynaptic phase of homologous DNA pairing and strand exchange","11/732","39/10616",4.36383674916286e-05,0.000586271980648401,0.000483317388236801,"CHEK1/DNA2/BLM/RPA3/BRCA2/RAD51/EXO1/ATRIP/RFC5/RAD51C/BRCA1",11
"R-HSA-512988","Interleukin-3, Interleukin-5 and GM-CSF signaling","12/732","48/10616",7.30245143910117e-05,0.000970519352551511,0.000800087492139212,"SYK/VAV1/LYN/PRKACA/BLNK/SOS1/CSF2RB/TEC/PIK3R3/IL2RB/HCK/CRKL",12
"R-HSA-69206","G1/S Transition","22/732","131/10616",8.18786875601532e-05,0.00107661763642925,0.00088755397041689,"TK1/CCNE1/AKT3/CDC6/WEE1/RRM2/CDK1/RPA3/TYMS/PCNA/CDT1/DHFR/POLE2/DBF4/CDC45/TFDP2/PRIM2/PTK6/SKP2/RB1/CDC25A/POLE",22
"R-HSA-2262752","Cellular responses to stress","55/732","477/10616",0.000102697740198983,0.00133615165143098,0.00110151149598466,"H2BC11/EZH2/CCNE1/H2BC14/NUP155/NUP210/H2AC8/H3C4/RPA3/RPS6KA1/DCTN5/RHEB/MAPK10/DEPDC5/H3C1/H3C3/H3C6/H3C11/H3C8/H3C12/H3C10/H3C2/H3C7/ACD/TFDP2/TUBA3C/TUBA3E/TUBA3D/HSPA2/CDKN2D/DNAJC7/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/SP1/CXCL8/MAP2K6/ATP6V1H/RB1/MAP2K3/H2AC7/CDKN2B/HSPA8/NPRL2",55
"R-HSA-3108232","SUMO E3 ligases SUMOylate target proteins","27/732","181/10616",0.000111933652395044,0.00144114577458619,0.00118806771401757,"BLM/NUP155/NUP210/PIAS2/PCNA/NR5A1/VDR/NFKB2/XRCC4/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/PPARG/BIRC5/PML/BRCA1",27
"R-HSA-8953897","Cellular responses to external stimuli","56/732","491/10616",0.000119223707796323,0.00151918044161088,0.00125239879703571,"H2BC11/EZH2/CCNE1/H2BC14/NUP155/NUP210/H2AC8/H3C4/RPA3/RPS6KA1/DCTN5/RHEB/MAPK10/DEPDC5/H3C1/H3C3/H3C6/H3C11/H3C8/H3C12/H3C10/H3C2/H3C7/ACD/TFDP2/TUBA3C/TUBA3E/TUBA3D/HSPA2/CDKN2D/DNAJC7/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/SP1/CXCL8/MAP2K6/ATP6V1H/RB1/MAP2K3/H2AC7/CDKN2B/MT4/HSPA8/NPRL2",56
"R-HSA-2219530","Constitutive Signaling by Aberrant PI3K in Cancer","15/732","75/10616",0.00015216323360527,0.00191911996669503,0.00158210537196457,"FGF18/VAV1/EGFR/FGF2/PDGFRA/ERBB3/MET/CD80/PDGFA/STRN/PIK3R3/FGF7/FGFR2/NRG1/ICOS",15
"R-HSA-166520","Signaling by NTRKs","18/732","101/10616",0.000164928834463072,0.00205911150905411,0.00169751315002928,"CDK5/FURIN/BRAF/MAPK13/RPS6KA1/NTRK2/PTPRO/DUSP3/NGF/BAX/SH3GL2/MAP2K5/SOS1/HRAS/DUSP4/CRKL/TIAM1/PLCG1",18
"R-HSA-69273","Cyclin A/B1/B2 associated events during G2/M transition","8/732","25/10616",0.000185265900536106,0.00228988653062627,0.00188776201809422,"CCNB2/FOXM1/WEE1/CDC25C/CDK1/PKMYT1/PLK1/CDC25A",8
"R-HSA-2990846","SUMOylation","27/732","187/10616",0.000194824925660367,0.0023479038359645,0.00193559096679751,"BLM/NUP155/NUP210/PIAS2/PCNA/NR5A1/VDR/NFKB2/XRCC4/H4C9/H4C1/H4C4/H4C6/H4C12/H4C11/H4C3/H4C8/H4C2/H4C5/H4C13/H4C14/H4-16/H4C15/PPARG/BIRC5/PML/BRCA1",27
"R-HSA-216083","Integrin cell surface interactions","16/732","85/10616",0.00019533106622429,0.0023479038359645,0.00193559096679751,"ITGB8/ITGB6/CD47/ITGAX/COL9A2/ITGA4/COL13A1/ITGB7/COL4A6/CD44/ITGA6/ICAM3/ITGAM/ITGA5/COL4A3/ITGA8",16
"R-HSA-9027284","Erythropoietin activates RAS","6/732","14/10616",0.000195658652997041,0.0023479038359645,0.00193559096679751,"VAV1/LYN/SOS1/HRAS/EPOR/CRKL",6
"R-HSA-5693554","Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)","8/732","26/10616",0.000251591098241781,0.00299006343679656,0.00246498161030409,"DNA2/RAD51AP1/BLM/BRCA2/RAD51/EXO1/RAD51C/BRCA1",8
"R-HSA-389356","CD28 co-stimulation","9/732","33/10616",0.000287235628333262,0.0033811736820944,0.00278740940578043,"AKT3/VAV1/MAP3K8/LYN/PAK1/CD80/CDC42/PIK3R3/GRAP2",9
"R-HSA-194138","Signaling by VEGF","18/732","107/10616",0.00034733647343389,0.00405007435060649,0.00333884514681237,"AKT3/MAPK13/VAV1/VEGFC/PRKACA/ABI2/PAK1/SH2D2A/SHB/HRAS/ITPR2/JUP/NCKAP1L/CDC42/PRKCA/NOS3/PLCG1/PTK2B",18
"R-HSA-4420097","VEGFA-VEGFR2 Pathway","17/732","99/10616",0.000392280215546579,0.0045313864150988,0.00373563451696103,"AKT3/MAPK13/VAV1/PRKACA/ABI2/PAK1/SH2D2A/SHB/HRAS/ITPR2/JUP/NCKAP1L/CDC42/PRKCA/NOS3/PLCG1/PTK2B",17
"R-HSA-1474244","Extracellular matrix organization","37/732","301/10616",0.00041265345871119,0.00472258958302807,0.00389326070207049,"FURIN/ITGB8/CTSV/ADAM10/COL21A1/ITGB6/CD47/LAMC2/ITGAX/CEACAM1/FGF2/COL9A2/MMP15/GDF5/ITGA4/SPOCK3/COL13A1/PRSS2/ITGB7/COL4A6/MMP1/COL14A1/DST/PDGFA/CD44/PSEN1/MMP12/ITGA6/ICAM3/ITGAM/ITGA5/COL4A3/PRKCA/ADAM17/NCAM1/KLK2/ITGA8",37
"R-HSA-912631","Regulation of signaling by CBL","7/732","22/10616",0.00049115216724943,0.00547352428239372,0.00451232456596587,"SYK/VAV1/LYN/BLNK/PIK3R3/HCK/CRKL",7
"R-HSA-199418","Negative regulation of the PI3K/AKT network","18/732","110/10616",0.000491329003049793,0.00547352428239372,0.00451232456596587,"AKT3/FGF18/VAV1/EGFR/FGF2/PDGFRA/PIP4K2A/ERBB3/MET/CD80/PDGFA/STRN/PIK3R3/PPP2R5B/FGF7/FGFR2/NRG1/ICOS",18
"R-HSA-2219528","PI3K/AKT Signaling in Cancer","17/732","101/10616",0.000499277624230908,0.00547352428239372,0.00451232456596587,"AKT3/FGF18/VAV1/FOXO4/EGFR/FGF2/PDGFRA/ERBB3/MET/CD80/PDGFA/STRN/PIK3R3/FGF7/FGFR2/NRG1/ICOS",17
"R-HSA-446107","Type I hemidesmosome assembly","5/732","11/10616",0.00050041120057483,0.00547352428239372,0.00451232456596587,"LAMC2/KRT5/DST/ITGA6/KRT14",5
"R-HSA-73614","Pyrimidine salvage","5/732","11/10616",0.00050041120057483,0.00547352428239372,0.00451232456596587,"TK1/UCK2/TYMP/UPP1/TK2",5
"R-HSA-1433557","Signaling by SCF-KIT","10/732","43/10616",0.000543959500100323,0.00589766615898245,0.00486198334346364,"CHEK1/VAV1/LYN/SOS1/HRAS/TEC/SH2B2/PIK3R3/PRKCA/GRAP2",10
"R-HSA-6811558","PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling","17/732","103/10616",0.000630491297067121,0.00677641081021705,0.00558641259094712,"FGF18/VAV1/EGFR/FGF2/PDGFRA/PIP4K2A/ERBB3/MET/CD80/PDGFA/STRN/PIK3R3/PPP2R5B/FGF7/FGFR2/NRG1/ICOS",17
"R-HSA-8956321","Nucleotide salvage","7/732","23/10616",0.000664452968292078,0.00707986093800869,0.00583657416793767,"TK1/UCK2/TYMP/UPP1/ADA/ADK/TK2",7
"R-HSA-5676594","TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway","6/732","17/10616",0.000674079343401953,0.00712104332004115,0.00587052455612317,"TRAF3/TRAF2/LTB/TNFSF12/TNFRSF11A/TNFSF11",6
"R-HSA-176187","Activation of ATR in response to replication stress","9/732","37/10616",0.00072243412361368,0.00750360148560091,0.00618590209339268,"CHEK1/CDC6/CDC25C/RPA3/DBF4/CDC45/ATRIP/RFC5/CDC25A",9
"R-HSA-5689901","Metalloprotease DUBs","9/732","37/10616",0.00072243412361368,0.00750360148560091,0.00618590209339268,"H2AC16/H2AC8/H2AC11/H2AC13/H2AC15/H2AC17/H2AC12/H2AC7/BRCA1",9
"R-HSA-174417","Telomere C-strand (Lagging Strand) Synthesis","7/732","24/10616",0.000882871585513462,0.00909357733078866,0.0074966639892722,"DNA2/RPA3/PCNA/POLE2/PRIM2/RFC5/POLE",7
"R-HSA-9037629","Lewis blood group biosynthesis","6/732","18/10616",0.000952661233609123,0.00973131640281716,0.00802241038828735,"B3GALT2/FUT6/FUT7/FUT3/B3GALT4/FUT2",6
"R-HSA-9006335","Signaling by Erythropoietin","7/732","25/10616",0.00115416268522688,0.0116929924503313,0.00963959861345656,"VAV1/LYN/SOS1/HRAS/EPOR/CRKL/PLCG1",7
"R-HSA-75035","Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex","5/732","13/10616",0.0012410351685868,0.0124082022236196,0.0102292111671468,"CHEK1/WEE1/CDC25C/CDK1/CHEK2",5
"R-HSA-1442490","Collagen degradation","12/732","64/10616",0.00124483582178708,0.0124082022236196,0.0102292111671468,"FURIN/ADAM10/COL9A2/MMP15/COL13A1/PRSS2/COL4A6/MMP1/COL14A1/MMP12/COL4A3/ADAM17",12
"R-HSA-5693568","Resolution of D-loop Structures through Holliday Junction Intermediates","8/732","33/10616",0.00145398277597003,0.0142628786595155,0.0117581898674937,"DNA2/RAD51AP1/BLM/BRCA2/RAD51/EXO1/RAD51C/BRCA1",8
"R-HSA-68962","Activation of the pre-replicative complex","8/732","33/10616",0.00145398277597003,0.0142628786595155,0.0117581898674937,"CDC6/RPA3/CDT1/POLE2/DBF4/CDC45/PRIM2/POLE",8
"R-HSA-5693537","Resolution of D-Loop Structures","8/732","34/10616",0.00178842219269935,0.0174054317336725,0.0143488825738332,"DNA2/RAD51AP1/BLM/BRCA2/RAD51/EXO1/RAD51C/BRCA1",8
"R-HSA-1538133","G0 and Early G1","7/732","27/10616",0.00188937881247818,0.0182443141579925,0.0150404497572276,"CCNE1/CDC6/MYBL2/CDK1/PCNA/TFDP2/CDC25A",7
"R-HSA-380108","Chemokine receptors bind chemokines","11/732","59/10616",0.00205947237891549,0.0197326190723996,0.0162673950452077,"CCL21/CXCR2/CXCL8/CCR1/CCL11/CCR6/CCL22/CCL7/CCR8/CXCL13/CXCL3",11
"R-HSA-2029480","Fcgamma receptor (FCGR) dependent phagocytosis","14/732","86/10616",0.00211431138467639,0.020102222088154,0.0165720924726052,"SYK/VAV1/LYN/PLA2G6/ABI2/PAK1/FCGR2A/ITPR2/NCKAP1L/CDC42/BTK/HCK/PLCG1/NF2",14
"R-HSA-211859","Biological oxidations","27/732","221/10616",0.00260639416908372,0.0245916274273853,0.0202731181653117,"ACSM1/ADH1C/PTGS1/OPLAH/AADAC/UGT2B4/CYP24A1/FMO1/CES2/CYP2B6/CYP27B1/CYP2J2/PTGIS/UGT1A4/UGT1A10/UGT1A8/UGT1A7/UGT1A6/UGT1A5/UGT1A9/UGT1A1/UGT1A3/GSTT2/GSTT2B/CYP2A13/SULT1C2/CYP26A1",27
"R-HSA-1250196","SHC1 events in ERBB2 signaling","6/732","22/10616",0.00302000710698195,0.0282782483653764,0.0233123355626677,"EGFR/ERBB3/SOS1/HRAS/PRKCA/NRG1",6
"R-HSA-187037","Signaling by NTRK1 (TRKA)","13/732","80/10616",0.00305571456235332,0.0283974676621707,0.0234106188868857,"BRAF/MAPK13/RPS6KA1/NTRK2/DUSP3/NGF/SH3GL2/MAP2K5/SOS1/HRAS/DUSP4/CRKL/PLCG1",13
"R-HSA-5685938","HDR through Single Strand Annealing (SSA)","8/732","37/10616",0.00316593775669,0.0292022318452899,0.0240740592967472,"DNA2/BLM/RPA3/RAD51/EXO1/ATRIP/RFC5/BRCA1",8
"R-HSA-190377","FGFR2b ligand binding and activation","4/732","10/10616",0.00336449107953635,0.0308037849948662,0.0253943654190346,"FGF2/FGFBP1/FGF7/FGFR2",4
"R-HSA-9006925","Intracellular signaling by second messengers","34/732","304/10616",0.00346663882640482,0.0315056293340909,0.0259729596281723,"FRK/EZH2/AKT3/FGF18/VAV1/USP13/FOXO4/RHEB/PDE1B/EGFR/MECOM/FGF2/PRKACA/PDGFRA/PIP4K2A/ERBB3/PPARG/MET/ITPR2/CD80/PDGFA/STRN/REST/PIK3R3/PML/PRKCA/PPP2R5B/TNKS/FGF7/FGFR2/PLCG1/PRKAR2A/NRG1/ICOS",34
"R-HSA-180786","Extension of Telomeres","7/732","30/10616",0.00361506609113227,0.0321845717688222,0.0265326737116504,"DNA2/RPA3/PCNA/POLE2/PRIM2/RFC5/POLE",7
"R-HSA-5654696","Downstream signaling of activated FGFR2","7/732","30/10616",0.00361506609113227,0.0321845717688222,0.0265326737116504,"FGF18/FGF2/SOS1/HRAS/FGF7/FGFR2/PLCG1",7
